,en,vi
4629,chinese enterprises apply for a golf course: proposal to make a film studio....,dn trung_quốc xin làm sân golf : đề_xuất làm phim_trường ....
4630,confectionery wouldomestic' compete in the tet market.,bánh_kẹo ' nội ' cạnh_tranh trên thị_trường tết .
4631,"i thought my husband was jealous and beat me up and asked for a divorce, but a few years later he knelt to apologize, and i knew the reason.","tưởng chồng ghen_tuông mới đánh_đập , đòi ly_hôn nhưng mấy năm sau anh quỳ_gối xin_lỗi , tôi mới biết lý_do ."
4632,phi nhung made peace with singer dong dao.,phi nhung làm hòa với ca_sĩ đông đào .
4633,former commander of the guard tells the story of defending the paris conference.,nguyên tư_lệnh cảnh_vệ kể chuyện bảo_vệ hội_nghị paris .
4634,the quintessence of the 'ghosts' in the medical world.,khắc tinh của những ' con ma_' trong giới y_dược .
4635,revealing the identity of the new rich boyfriend of actor diem my 9x.,hé lộ danh_tính bạn trai mới giàu_có của diễn_viên diễm my 9 x .
4636,phi nhung makes peace with her colleague dong dao and is confident about her charm in her forties.,phi nhung làm hòa với đồng_nghiệp đông đào và tự_tin về độ quyến_rũ ở tuổi tứ_tuần .
4637,ho chi minh city calls for investors for 16 old apartments.,tp.hcm kêu_gọi nhà đầu_tư cho 16 chung_cư cũ .
4638,turn drugs into 'portable' goods.,biến ma_túy thành hàng '_xách tay ' .
4639,phuong thanh was touched when singing for the audience with cancer.,phương thanh xúc_động khi hát tặng khán_giả bị ung_thư .
4640,unknown tunnel discovered in berlin.,phát_hiện đường_hầm chưa từng biết đến ở tp berlin .
4641,real estate hcmc: the suburban area starts to 'hot'.,nhà đất tp.hcm : khu_vực ngoại_thành bắt_đầu ' nóng ' .
4642,the woman who does not cry part 4,người đàn_bà không khóc phần 4 .
4643,phuong thanh burst into tears when she read a letter from a woman with bone marrow cancer.,phương thanh bật khóc khi đọc lá thư của người phụ_nữ bị ung_thư tủy .
4644,"the black knight and the goblin ""different mother and father"" are so similar.",hắc kỵ_sĩ và yêu_tinh ' khác mẹ khác cha ' mà sao giống nhau đến vậy .
4645,"the nun suffered a stroke because for nearly a year, she still could not find the owner of the land.",sư_cô đột_quỵ vì gần 1 năm vẫn không tìm được chủ đất .
4646,ho chi minh city department of construction is choosing investors for 16 old apartments.,sở xây_dựng tp.hcm đang lựa_chọn chủ đầu_tư cho 16 chung_cư cũ .
4647,"eliminate corruption, nurture talented people.","diệt_trừ tham_nhũng , nuôi_dưỡng người tài_đức ."
4648,choose a mixture of space & destiny.,chọn thảm hợp không_gian & mệnh chủ .
4649,detected 4 tons of unsanitary preserved pork.,phát_hiện 4 tấn thịt heo bảo_quản không đảm_bảo vệ_sinh .
4650,"dinh la thang, what to think about him?","đinh la thăng , phải nghĩ sao về ông ? ."
4651,there will be danang opera house.,sẽ có nhà_hát lớn tp đà nẵng .
4652,syrian civilians continue to be 'hit with poison gas'.,dân_thường syria tiếp_tục ' trúng khí độc ' .
4653,hide the ho chi minh city night market at extremely cheap prices during the tet season.,ẩn họa chợ đêm tp hcm giá cực rẻ mùa tết .
4654,required qualities of a sales professional.,tố_chất cần có của chuyên_gia bán hàng .
4655,it is necessary to build more safe food chains.,cần xây_dựng nhiều chuỗi thực_phẩm an_toàn .
4656,"vietnam underground economic statistics: need courage, bravery.","việt nam thống_kê kinh_tế ngầm : cần dũng_cảm , bản_lĩnh ."
4657,scary truths told by investigative writer doan quy lam.,những sự_thật rợn người qua lời kể của cây_viết điều_tra đoàn quý lâm .
4658,"top 10 famous but ""dirty"" stars are not equal.",top 10 ngôi_sao nổi_tiếng nhưng ' ở bẩn ' không ai bằng .
4659,nearly 4 tons of unhygienic pork in a tarpaulin-covered warehouse in saigon.,gần 4 tấn thịt heo không hợp vệ_sinh trong kho phủ bạt ở sài_gòn .
4660,vietnamese stars shimmering on the red carpet blue star 2017.,dàn sao việt đẹp lung_linh trên thảm_đỏ ngôi_sao xanh 2017 .
4661,be strong with profiteering.,mạnh tay với hành_vi trục_lợi .
4662,uma thurman spoke out about the harvey weinstein scandal for the first time.,uma thurman lần đầu lên_tiếng về scandal harvey weinstein .
4663,looking for people involved in the hoc mon scam.,truy_tìm người liên_quan vụ lừa_đảo ở hóc môn .
4664,purging corruption in saudi arabia: 159 business leaders arrested.,thanh_trừng tham_nhũng ở arab saudi : 159 lãnh_đạo doanh_nghiệp bị bắt giam .
4665,'kill bill' star uma thurman accuses harvey weinstein of rape.,sao ' kill bill ' uma thurman tố_cáo harvey weinstein cưỡng_bức .
4666,saigon did not sleep after the victory of u23 vietnam.,sài_gòn không ngủ sau chiến_thắng của u23 việt nam .
4667,"signs that he is tired of love or has someone else, sooner or later say goodbye.","những dấu_hiệu cho thấy chàng đã chán yêu hoặc có người khác , sớm_muộn gì cũng nói chia_tay ."
4668,poor girl and the journey to regain beauty.,cô gái nghèo và hành_trình lấy lại nhan_sắc .
4669,"comedian hoai linh suddenly declared ""secretly in love"" with trung dan.",danh_hài hoài linh bất_ngờ tuyên_bố ' yêu thầm '_trung dân .
4670,the osce surveillance in donbass almost got hit by a bullet from government troops.,giám_sát osce ở donbass suýt trúng đạn từ quân_chính_phủ .
4671,"in the first half of january 2018, ho chi minh city fined more than 70 violating works.","nửa đầu tháng 1/2018 , tp.hcm xử_phạt hơn 70 công_trình vi_phạm ."
4672,hollywood's richest long-legged father is accused of raping a 23-year-old model.,bố chân dài giàu nhất hollywood bị_cáo_buộc cưỡng_hiếp người_mẫu 23 tuổi .
4673,"district 5 no longer has poor households, finishing 3 years ahead of time.","quận 5 không còn hộ nghèo , về đích trước 3 năm ."
4674,model thuy duong wants to 'face' with tran thanh.,người_mẫu thùy dương muốn ' đối_mặt ' với trấn thành .
4675,saigon people poured into the streets to celebrate the victory.,người sài_gòn đổ ra đường mừng chiến_thắng .
4676,inspect unsanitary ink eye pre-processing facilities.,kiểm_tra cơ_sở sơ_chế mắt mực không đảm_bảo vệ_sinh .
4677,"'thank god' has officially aired, 'first wife' tran thanh scratched her skin because of her concubine.","' ơn giời ' chính_thức lên sóng rồi , ' vợ_cả ' trấn thành trầy da tróc_vảy vì cô vợ_lẽ ."
4678,"truong giang ""flipped like a rice paper"" accusing gil le of daring to ""lift"" chi pu.",trường_giang ' lật_mặt như lật bánh_tráng ' tố_cáo gil lê dám cả gan ' nẫng ' mất chi pu .
4679,"when young people lose themselves, they plunge into sin.","khi người trẻ đánh mất mình , lao vào vòng tội_lỗi ."
4680,"at the end of the year, the former deputy minister's account had more than tens of billions.","cuối năm , nhà cựu thứ_trưởng tài_khoản có hơn chục tỷ ."
4681,announced that district 5 no longer has poor households according to hcmc standards.,công_bố quận 5 không còn hộ nghèo theo chuẩn tphcm .
4682,thank god.,ơn giời .
4683,": tran thanh kicked as hard as he could, slapping beautiful girls for fear of losing her husband.",": trấn thành đanh_đá hết_mức , tát gái đẹp vì sợ ... mất chồng ."
4684,the brazen drama and unexpected ending of the man who raped two girls at the same time.,màn_kịch trơ_tráo và cái kết bất_ngờ của kẻ cưỡng_bức 2 bé gái cùng lúc .
4685,it is proposed to lend 600 million vnd to each hcmc civil servant to buy a house.,đề_xuất cho mỗi công_chức tphcm vay 600 triệu đồng để mua nhà .
4686,gigi hadid's father is accused of raping a 23-year-old model.,bố gigi hadid bị_cáo_buộc cưỡng_hiếp người_mẫu 23 tuổi .
4687,announced the first district to no longer have poor households according to hcmc standards.,công_bố quận đầu_tiên không còn hộ nghèo theo chuẩn tphcm .
4688,controlling power prevents group interests.,kiểm_soát quyền_lực ngăn_chặn lợi_ích nhóm .
4689,river bus in hcmc: the journey for the first passenger trains.,buýt đường_sông ở tp.hcm : hành_trình cho những chuyến tàu chở khách đầu_tiên .
4690,'barcode' property.,' mã_vạch ' tài_sản .
4691,bella hadid's father was in trouble when he was accused of sexually harassing a 23-year-old model.,bố bella hadid vướng phải lùm xùm khi bị_cáo buộc tội quấy_rối tình_dục người_mẫu 23 tuổi .
4692,people near my thuan bridge in saigon called for help because the canal was flooded with garbage.,người dân gần cầu mỹ_thuận ở sài_gòn kêu cứu vì kênh ngập_ngụa rác .
4693,it is necessary to strictly handle violations at quang nam vocational college.,cần xử_lý nghiêm những sai_phạm ở trường cao_đẳng nghề quảng_nam .
4694,milk tea: potential danger.,trà sữa : mối nguy tiềm_ẩn .
4695,"'running' so that her husband would not be disciplined, the wife of a former police major was also 'addicted' to the crime.","' chạy ' để chồng không bị kỷ_luật , vợ cựu thiếu_tá công_an cũng ' dính ' tội ."
4696,"ho ngoc ha's secret makes her lover fall in love, ready to extend her arms to protect her against the market.","bí_quyết của hồ ngọc hà khiến người_yêu mê_mệt , sẵn_sàng dang_tay bảo_vệ cô trước thị_phi ."
4697,24h educational news: wouldredging traing creates a 'storm' with the title of professor not including truong sa and hoang sa in literature is a crime against history.,"tin_tức giáo_dục 24 h : ' chuyến tàu_vét ' tạo ' bão ' chức_danh_giáo_sư chưa đưa trường_sa , hoàng sa vào môn ngữ_văn là có tội với lịch_sử ."
4698,"up 63%, the total value of real estate transactions in 2017 reached 1.5 billion usd.","tăng 63 % , tổng giá_trị giao_dịch bất_động_sản 2017 cán mốc 1,5 tỷ usd ."
4699,the father of the victim of sexual abuse assaulted the american sports 'monster' in court.,cha của nạn_nhân bị lạm_dụng tình_dục tấn_công ' quái_vật ' thể_thao mỹ ngay tại tòa .
4700,is the us planning military action against syria?,mỹ đang tính hành_động quân_sự nhắm vào syria ? .
4701,"illegally arresting, beating debtors to force repayment of loans.","bắt_giữ trái_phép , đánh_đập con_nợ để ép trả tiền vay ."
4702,gigi hadid's father is accused of raping a model the same age as his son.,bố gigi hadid bị_cáo_buộc cưỡng_hiếp người_mẫu ngang tuổi con .
4703,the government requires a conclusion of the case at foreign trade university before may 2018.,chính_phủ yêu_cầu có kết_luận vụ kiện tại đại_học ngoại_thương trước tháng 5.2018 .
4704,deputy minister of transport: 'airport fee collection dates back to the time when there was no acv'.,thứ_trưởng gtvt : ' thu phí vào sân_bay có từ thời chưa có acv ' .
4705,the female giant in the mountain town cheated money from 383 people.,nữ đại_gia phố núi lừa tiền của 383 người dân .
4706,unexpected evidence from the diary accuses the wife and lover of conspiring to kill her husband.,bằng_chứng không ngờ từ cuốn nhật_ký tố_cáo vợ và người_tình âm_mưu giết chồng .
4707,the secret diary denounces the wife and lover's plot to poison her husband.,cuốn nhật_ký bí_mật tố_cáo âm_mưu đầu_độc chồng của vợ và người_tình .
4708,the wouldoctor incubator' is not decent to the accuser.,' lò ấp tiến_sĩ ' chưa đàng_hoàng với người tố_cáo .
4709,media price list of thousands of wouldollars' of goalkeeper bui tien dung: serious violation of the ordinance on foreign exchange.,bảng giá truyền_thông ngàn ' đô ' của thủ_môn bùi tiến_dũng : vi_phạm nghiêm_trọng pháp_lệnh ngoại_hối .
4710,"acquiring prostitution, general director of bavico nha trang examined.","chứa_chấp mại_dâm , tgđ bavico nha trang xộ khám ."
